seq,attempt,step,kind,charged,status,seconds
78,1,10955,A_exact_probe_forward,0,SUCCESS,0.136261
79,1,10956,A_exact_probe_forward,1,RESERVED,
79,1,10956,A_exact_probe_forward,0,SUCCESS,0.130374
80,1,10957,A_exact_probe_forward,1,RESERVED,
80,1,10957,A_exact_probe_forward,0,SUCCESS,0.129465
81,1,10958,A_exact_probe_forward,1,RESERVED,
81,1,10958,A_exact_probe_forward,0,SUCCESS,0.129132
82,1,10959,A_exact_probe_forward,1,RESERVED,
82,1,10959,A_exact_probe_forward,0,SUCCESS,0.129619
83,1,10960,A_exact_probe_forward,1,RESERVED,
83,1,10960,A_exact_probe_forward,0,SUCCESS,0.128651
84,1,10961,A_exact_probe_forward,1,RESERVED,
84,1,10961,A_exact_probe_forward,0,SUCCESS,0.138999
85,1,10962,A_exact_probe_forward,1,RESERVED,
85,1,10962,A_exact_probe_forward,0,SUCCESS,0.13174
86,1,10963,A_exact_probe_forward,1,RESERVED,
86,1,10963,A_exact_probe_forward,0,SUCCESS,0.131226
87,1,10964,A_exact_probe_forward,1,RESERVED,
87,1,10964,A_exact_probe_forward,0,SUCCESS,0.129541
88,1,10965,A_exact_probe_forward,1,RESERVED,
88,1,10965,A_exact_probe_forward,0,SUCCESS,0.128183
89,1,10966,A_exact_probe_forward,1,RESERVED,
89,1,10966,A_exact_probe_forward,0,SUCCESS,0.129202
90,1,10967,A_exact_probe_forward,1,RESERVED,
90,1,10967,A_exact_probe_forward,0,SUCCESS,0.1396
91,1,10967,D_clone_render_forward,1,RESERVED,
91,1,10967,D_clone_render_forward,0,SUCCESS,0.001482
92,1,10967,D_clone_photo_backward,1,RESERVED,
92,1,10967,D_clone_photo_backward,0,SUCCESS,0.003299
93,1,10967,D_and_R_exact_probe_forward,1,RESERVED,
93,1,10967,D_and_R_exact_probe_forward,0,SUCCESS,0.001496
94,1,10968,A_exact_probe_forward,1,RESERVED,
94,1,10968,A_exact_probe_forward,0,SUCCESS,0.137656
95,1,10969,A_exact_probe_forward,1,RESERVED,
95,1,10969,A_exact_probe_forward,0,SUCCESS,0.134117
96,1,10970,A_exact_probe_forward,1,RESERVED,
96,1,10970,A_exact_probe_forward,0,SUCCESS,0.131604
97,1,10971,A_exact_probe_forward,1,RESERVED,
97,1,10971,A_exact_probe_forward,0,SUCCESS,0.130878
98,1,10972,A_exact_probe_forward,1,RESERVED,
98,1,10972,A_exact_probe_forward,0,SUCCESS,0.127845
99,1,10973,A_exact_probe_forward,1,RESERVED,
99,1,10973,A_exact_probe_forward,0,SUCCESS,0.136009
100,1,10974,A_exact_probe_forward,1,RESERVED,
100,1,10974,A_exact_probe_forward,0,SUCCESS,0.132003
101,1,10975,A_exact_probe_forward,1,RESERVED,
101,1,10975,A_exact_probe_forward,0,SUCCESS,0.132433
102,1,10976,A_exact_probe_forward,1,RESERVED,
102,1,10976,A_exact_probe_forward,0,SUCCESS,0.129389
103,1,10977,A_exact_probe_forward,1,RESERVED,
103,1,10977,A_exact_probe_forward,0,SUCCESS,0.128705
104,1,10978,A_exact_probe_forward,1,RESERVED,
104,1,10978,A_exact_probe_forward,0,SUCCESS,0.126974
105,1,10979,A_exact_probe_forward,1,RESERVED,
105,1,10979,A_exact_probe_forward,0,SUCCESS,0.137067
106,1,10980,A_exact_probe_forward,1,RESERVED,
106,1,10980,A_exact_probe_forward,0,SUCCESS,0.133952
107,1,10981,A_exact_probe_forward,1,RESERVED,
107,1,10981,A_exact_probe_forward,0,SUCCESS,0.129925
108,1,10982,A_exact_probe_forward,1,RESERVED,
108,1,10982,A_exact_probe_forward,0,SUCCESS,0.127826
109,1,10983,A_exact_probe_forward,1,RESERVED,
109,1,10983,A_exact_probe_forward,0,SUCCESS,0.128116
110,1,10984,A_exact_probe_forward,1,RESERVED,
110,1,10984,A_exact_probe_forward,0,SUCCESS,0.127404
111,1,10985,A_exact_probe_forward,1,RESERVED,
111,1,10985,A_exact_probe_forward,0,SUCCESS,0.138195
112,1,10986,A_exact_probe_forward,1,RESERVED,
112,1,10986,A_exact_probe_forward,0,SUCCESS,0.132099
113,1,10987,A_exact_probe_forward,1,RESERVED,
113,1,10987,A_exact_probe_forward,0,SUCCESS,0.130389
114,1,10988,A_exact_probe_forward,1,RESERVED,
114,1,10988,A_exact_probe_forward,0,SUCCESS,0.127531
115,1,10989,A_exact_probe_forward,1,RESERVED,
115,1,10989,A_exact_probe_forward,0,SUCCESS,0.127741
116,1,10990,A_exact_probe_forward,1,RESERVED,
116,1,10990,A_exact_probe_forward,0,SUCCESS,0.130682
117,1,10991,A_exact_probe_forward,1,RESERVED,
117,1,10991,A_exact_probe_forward,0,SUCCESS,0.136996
118,1,10992,A_exact_probe_forward,1,RESERVED,
118,1,10992,A_exact_probe_forward,0,SUCCESS,0.13481
119,1,10993,A_exact_probe_forward,1,RESERVED,
119,1,10993,A_exact_probe_forward,0,SUCCESS,0.129912
120,1,10994,A_exact_probe_forward,1,RESERVED,
120,1,10994,A_exact_probe_forward,0,SUCCESS,0.129076
121,1,10995,A_exact_probe_forward,1,RESERVED,
121,1,10995,A_exact_probe_forward,0,SUCCESS,0.130761
122,1,10996,A_exact_probe_forward,1,RESERVED,
122,1,10996,A_exact_probe_forward,0,SUCCESS,0.127865
123,1,10997,A_exact_probe_forward,1,RESERVED,
123,1,10997,A_exact_probe_forward,0,SUCCESS,0.139611
124,1,10998,A_exact_probe_forward,1,RESERVED,
124,1,10998,A_exact_probe_forward,0,SUCCESS,0.133833
125,1,10999,A_exact_probe_forward,1,RESERVED,
125,1,10999,A_exact_probe_forward,0,SUCCESS,0.130476
126,1,11000,A_exact_probe_forward,1,RESERVED,
126,1,11000,A_exact_probe_forward,0,SUCCESS,0.13368
127,1,11000,D_clone_render_forward,1,RESERVED,
127,1,11000,D_clone_render_forward,0,SUCCESS,0.001431
128,1,11000,D_clone_photo_backward,1,RESERVED,
128,1,11000,D_clone_photo_backward,0,SUCCESS,0.003836
129,1,11000,D_and_R_exact_probe_forward,1,RESERVED,
129,1,11000,D_and_R_exact_probe_forward,0,SUCCESS,0.00156
130,1,18901,A_exact_probe_forward,1,RESERVED,
130,1,18901,A_exact_probe_forward,0,SUCCESS,0.143929
131,1,18901,D_clone_render_forward,1,RESERVED,
131,1,18901,D_clone_render_forward,0,SUCCESS,0.002384
132,1,18901,D_clone_photo_backward,1,RESERVED,
132,1,18901,D_clone_photo_backward,0,SUCCESS,0.006393
133,1,18901,D_and_R_exact_probe_forward,1,RESERVED,
133,1,18901,D_and_R_exact_probe_forward,0,SUCCESS,0.001575
134,1,18902,A_exact_probe_forward,1,RESERVED,
134,1,18902,A_exact_probe_forward,0,SUCCESS,0.134974
135,1,18903,A_exact_probe_forward,1,RESERVED,
135,1,18903,A_exact_probe_forward,0,SUCCESS,0.132228
136,1,18904,A_exact_probe_forward,1,RESERVED,
136,1,18904,A_exact_probe_forward,0,SUCCESS,0.135994
137,1,18905,A_exact_probe_forward,1,RESERVED,
137,1,18905,A_exact_probe_forward,0,SUCCESS,0.134969
138,1,18906,A_exact_probe_forward,1,RESERVED,
138,1,18906,A_exact_probe_forward,0,SUCCESS,0.131212
139,1,18907,A_exact_probe_forward,1,RESERVED,
139,1,18907,A_exact_probe_forward,0,SUCCESS,0.129379
140,1,18908,A_exact_probe_forward,1,RESERVED,
140,1,18908,A_exact_probe_forward,0,SUCCESS,0.128642
141,1,18909,A_exact_probe_forward,1,RESERVED,
141,1,18909,A_exact_probe_forward,0,SUCCESS,0.127166
142,1,18910,A_exact_probe_forward,1,RESERVED,
142,1,18910,A_exact_probe_forward,0,SUCCESS,0.136521
143,1,18911,A_exact_probe_forward,1,RESERVED,
143,1,18911,A_exact_probe_forward,0,SUCCESS,0.132242
144,1,18912,A_exact_probe_forward,1,RESERVED,
144,1,18912,A_exact_probe_forward,0,SUCCESS,0.132124
145,1,18913,A_exact_probe_forward,1,RESERVED,
145,1,18913,A_exact_probe_forward,0,SUCCESS,0.128973
146,1,18914,A_exact_probe_forward,1,RESERVED,
146,1,18914,A_exact_probe_forward,0,SUCCESS,0.131356
147,1,18915,A_exact_probe_forward,1,RESERVED,
147,1,18915,A_exact_probe_forward,0,SUCCESS,0.130871
148,1,18916,A_exact_probe_forward,1,RESERVED,
148,1,18916,A_exact_probe_forward,0,SUCCESS,0.137932
149,1,18917,A_exact_probe_forward,1,RESERVED,
149,1,18917,A_exact_probe_forward,0,SUCCESS,0.13441
150,1,18918,A_exact_probe_forward,1,RESERVED,
150,1,18918,A_exact_probe_forward,0,SUCCESS,0.131615
151,1,18919,A_exact_probe_forward,1,RESERVED,
151,1,18919,A_exact_probe_forward,0,SUCCESS,0.13293
152,1,18920,A_exact_probe_forward,1,RESERVED,
152,1,18920,A_exact_probe_forward,0,SUCCESS,0.130416
153,1,18921,A_exact_probe_forward,1,RESERVED,
153,1,18921,A_exact_probe_forward,0,SUCCESS,0.131035
154,1,18922,A_exact_probe_forward,1,RESERVED,
154,1,18922,A_exact_probe_forward,0,SUCCESS,0.137739
155,1,18923,A_exact_probe_forward,1,RESERVED,
155,1,18923,A_exact_probe_forward,0,SUCCESS,0.135269
156,1,18924,A_exact_probe_forward,1,RESERVED,
156,1,18924,A_exact_probe_forward,0,SUCCESS,0.132241
157,1,18925,A_exact_probe_forward,1,RESERVED,
157,1,18925,A_exact_probe_forward,0,SUCCESS,0.130604
158,1,18926,A_exact_probe_forward,1,RESERVED,
158,1,18926,A_exact_probe_forward,0,SUCCESS,0.129936
159,1,18927,A_exact_probe_forward,1,RESERVED,
159,1,18927,A_exact_probe_forward,0,SUCCESS,0.129544
160,1,18928,A_exact_probe_forward,1,RESERVED,
160,1,18928,A_exact_probe_forward,0,SUCCESS,0.139229
161,1,18929,A_exact_probe_forward,1,RESERVED,
161,1,18929,A_exact_probe_forward,0,SUCCESS,0.137819
162,1,18930,A_exact_probe_forward,1,RESERVED,
162,1,18930,A_exact_probe_forward,0,SUCCESS,0.131832
163,1,18931,A_exact_probe_forward,1,RESERVED,
163,1,18931,A_exact_probe_forward,0,SUCCESS,0.130587
164,1,18932,A_exact_probe_forward,1,RESERVED,
164,1,18932,A_exact_probe_forward,0,SUCCESS,0.129204
165,1,18933,A_exact_probe_forward,1,RESERVED,
165,1,18933,A_exact_probe_forward,0,SUCCESS,0.129858
166,1,18934,A_exact_probe_forward,1,RESERVED,
166,1,18934,A_exact_probe_forward,0,SUCCESS,0.139533
167,1,18934,D_clone_render_forward,1,RESERVED,
167,1,18934,D_clone_render_forward,0,SUCCESS,0.002103
168,1,18934,D_clone_photo_backward,1,RESERVED,
168,1,18934,D_clone_photo_backward,0,SUCCESS,0.005738
169,1,18934,D_and_R_exact_probe_forward,1,RESERVED,
169,1,18934,D_and_R_exact_probe_forward,0,SUCCESS,0.001599
170,1,18935,A_exact_probe_forward,1,RESERVED,
170,1,18935,A_exact_probe_forward,0,SUCCESS,0.134526
171,1,18936,A_exact_probe_forward,1,RESERVED,
171,1,18936,A_exact_probe_forward,0,SUCCESS,0.132243
172,1,18937,A_exact_probe_forward,1,RESERVED,
172,1,18937,A_exact_probe_forward,0,SUCCESS,0.132022
173,1,18938,A_exact_probe_forward,1,RESERVED,
173,1,18938,A_exact_probe_forward,0,SUCCESS,0.131354
174,1,18939,A_exact_probe_forward,1,RESERVED,
174,1,18939,A_exact_probe_forward,0,SUCCESS,0.1289
175,1,18940,A_exact_probe_forward,1,RESERVED,
175,1,18940,A_exact_probe_forward,0,SUCCESS,0.137856
176,1,18941,A_exact_probe_forward,1,RESERVED,
176,1,18941,A_exact_probe_forward,0,SUCCESS,0.133474
177,1,18942,A_exact_probe_forward,1,RESERVED,
177,1,18942,A_exact_probe_forward,0,SUCCESS,0.133593
178,1,18943,A_exact_probe_forward,1,RESERVED,
178,1,18943,A_exact_probe_forward,0,SUCCESS,0.134553
179,1,18944,A_exact_probe_forward,1,RESERVED,
179,1,18944,A_exact_probe_forward,0,SUCCESS,0.129269
180,1,18945,A_exact_probe_forward,1,RESERVED,
180,1,18945,A_exact_probe_forward,0,SUCCESS,0.129329
181,1,18946,A_exact_probe_forward,1,RESERVED,
181,1,18946,A_exact_probe_forward,0,SUCCESS,0.141518
182,1,18947,A_exact_probe_forward,1,RESERVED,
182,1,18947,A_exact_probe_forward,0,SUCCESS,0.132981
183,1,18948,A_exact_probe_forward,1,RESERVED,
183,1,18948,A_exact_probe_forward,0,SUCCESS,0.133268
184,1,18949,A_exact_probe_forward,1,RESERVED,
184,1,18949,A_exact_probe_forward,0,SUCCESS,0.129661
185,1,18950,A_exact_probe_forward,1,RESERVED,
185,1,18950,A_exact_probe_forward,0,SUCCESS,0.128264
186,1,18951,A_exact_probe_forward,1,RESERVED,
186,1,18951,A_exact_probe_forward,0,SUCCESS,0.129348
187,1,18952,A_exact_probe_forward,1,RESERVED,
187,1,18952,A_exact_probe_forward,0,SUCCESS,0.13751
188,1,18953,A_exact_probe_forward,1,RESERVED,
188,1,18953,A_exact_probe_forward,0,SUCCESS,0.13771
189,1,18954,A_exact_probe_forward,1,RESERVED,
189,1,18954,A_exact_probe_forward,0,SUCCESS,0.134592
190,1,18955,A_exact_probe_forward,1,RESERVED,
190,1,18955,A_exact_probe_forward,0,SUCCESS,0.131421
191,1,18956,A_exact_probe_forward,1,RESERVED,
191,1,18956,A_exact_probe_forward,0,SUCCESS,0.128055
192,1,18957,A_exact_probe_forward,1,RESERVED,
192,1,18957,A_exact_probe_forward,0,SUCCESS,0.130025
193,1,18958,A_exact_probe_forward,1,RESERVED,
193,1,18958,A_exact_probe_forward,0,SUCCESS,0.140261
194,1,18959,A_exact_probe_forward,1,RESERVED,
194,1,18959,A_exact_probe_forward,0,SUCCESS,0.132348
195,1,18960,A_exact_probe_forward,1,RESERVED,
195,1,18960,A_exact_probe_forward,0,SUCCESS,0.13286
196,1,18961,A_exact_probe_forward,1,RESERVED,
196,1,18961,A_exact_probe_forward,0,SUCCESS,0.132245
197,1,18962,A_exact_probe_forward,1,RESERVED,
197,1,18962,A_exact_probe_forward,0,SUCCESS,0.128857
198,1,18963,A_exact_probe_forward,1,RESERVED,
198,1,18963,A_exact_probe_forward,0,SUCCESS,0.127946
199,1,18964,A_exact_probe_forward,1,RESERVED,
199,1,18964,A_exact_probe_forward,0,SUCCESS,0.1383
200,1,18965,A_exact_probe_forward,1,RESERVED,
200,1,18965,A_exact_probe_forward,0,SUCCESS,0.339136
201,1,18966,A_exact_probe_forward,1,RESERVED,
201,1,18966,A_exact_probe_forward,0,SUCCESS,0.139549
202,1,18967,A_exact_probe_forward,1,RESERVED,
202,1,18967,A_exact_probe_forward,0,SUCCESS,0.13964
203,1,18967,D_clone_render_forward,1,RESERVED,
203,1,18967,D_clone_render_forward,0,SUCCESS,0.002615
204,1,18967,D_clone_photo_backward,1,RESERVED,
204,1,18967,D_clone_photo_backward,0,SUCCESS,0.006888
205,1,18967,D_and_R_exact_probe_forward,1,RESERVED,
205,1,18967,D_and_R_exact_probe_forward,0,SUCCESS,0.002568
206,1,18968,A_exact_probe_forward,1,RESERVED,
206,1,18968,A_exact_probe_forward,0,SUCCESS,0.141866
207,1,18969,A_exact_probe_forward,1,RESERVED,
207,1,18969,A_exact_probe_forward,0,SUCCESS,0.140074
208,1,18970,A_exact_probe_forward,1,RESERVED,
208,1,18970,A_exact_probe_forward,0,SUCCESS,0.143979
209,1,18971,A_exact_probe_forward,1,RESERVED,
209,1,18971,A_exact_probe_forward,0,SUCCESS,0.138674
210,1,18972,A_exact_probe_forward,1,RESERVED,
210,1,18972,A_exact_probe_forward,0,SUCCESS,0.136045
211,1,18973,A_exact_probe_forward,1,RESERVED,
211,1,18973,A_exact_probe_forward,0,SUCCESS,0.145451
212,1,18974,A_exact_probe_forward,1,RESERVED,
212,1,18974,A_exact_probe_forward,0,SUCCESS,0.136889
213,1,18975,A_exact_probe_forward,1,RESERVED,
213,1,18975,A_exact_probe_forward,0,SUCCESS,0.133203
214,1,18976,A_exact_probe_forward,1,RESERVED,
214,1,18976,A_exact_probe_forward,0,SUCCESS,0.143197
215,1,18977,A_exact_probe_forward,1,RESERVED,
215,1,18977,A_exact_probe_forward,0,SUCCESS,0.141844
216,1,18978,A_exact_probe_forward,1,RESERVED,
216,1,18978,A_exact_probe_forward,0,SUCCESS,0.137057
217,1,18979,A_exact_probe_forward,1,RESERVED,
217,1,18979,A_exact_probe_forward,0,SUCCESS,0.138188
218,1,18980,A_exact_probe_forward,1,RESERVED,
218,1,18980,A_exact_probe_forward,0,SUCCESS,0.134851
219,1,18981,A_exact_probe_forward,1,RESERVED,
219,1,18981,A_exact_probe_forward,0,SUCCESS,0.137122
220,1,18982,A_exact_probe_forward,1,RESERVED,
220,1,18982,A_exact_probe_forward,0,SUCCESS,0.142779
221,1,18983,A_exact_probe_forward,1,RESERVED,
221,1,18983,A_exact_probe_forward,0,SUCCESS,0.137356
222,1,18984,A_exact_probe_forward,1,RESERVED,
222,1,18984,A_exact_probe_forward,0,SUCCESS,0.136932
223,1,18985,A_exact_probe_forward,1,RESERVED,
223,1,18985,A_exact_probe_forward,0,SUCCESS,0.134005
224,1,18986,A_exact_probe_forward,1,RESERVED,
224,1,18986,A_exact_probe_forward,0,SUCCESS,0.133118
225,1,18987,A_exact_probe_forward,1,RESERVED,
225,1,18987,A_exact_probe_forward,0,SUCCESS,0.133224
226,1,18988,A_exact_probe_forward,1,RESERVED,
226,1,18988,A_exact_probe_forward,0,SUCCESS,0.141278
227,1,18989,A_exact_probe_forward,1,RESERVED,
227,1,18989,A_exact_probe_forward,0,SUCCESS,0.143064
228,1,18990,A_exact_probe_forward,1,RESERVED,
228,1,18990,A_exact_probe_forward,0,SUCCESS,0.138536
229,1,18991,A_exact_probe_forward,1,RESERVED,
229,1,18991,A_exact_probe_forward,0,SUCCESS,0.136139
230,1,18992,A_exact_probe_forward,1,RESERVED,
230,1,18992,A_exact_probe_forward,0,SUCCESS,0.135196
231,1,18993,A_exact_probe_forward,1,RESERVED,
231,1,18993,A_exact_probe_forward,0,SUCCESS,0.133019
232,1,18994,A_exact_probe_forward,1,RESERVED,
232,1,18994,A_exact_probe_forward,0,SUCCESS,0.140673
233,1,18995,A_exact_probe_forward,1,RESERVED,
233,1,18995,A_exact_probe_forward,0,SUCCESS,0.136431
234,1,18996,A_exact_probe_forward,1,RESERVED,
234,1,18996,A_exact_probe_forward,0,SUCCESS,0.13676
235,1,18997,A_exact_probe_forward,1,RESERVED,
235,1,18997,A_exact_probe_forward,0,SUCCESS,0.137021
236,1,18998,A_exact_probe_forward,1,RESERVED,
